index,setID,duration,length,emission,price,modal,duration_norm,length_norm,emission_norm,price_norm
23,35.0,49.266666666666666,23.003,26.16057580412587,24.150766666666662,public transport-car,0.3114019979331725,0.4270567845855846,0.8472107633406263,0.6408964363485239
24,35.0,74.51666666666667,22.957,15.36857580412587,15.879166666666666,public transport-bicycle,0.5723389596968652,0.4223672137832603,0.49771163050693495,0.3778176636847651
25,35.0,53.333333333333336,19.712,10.792,35.20053333333333,bicycle-car,0.3534274888046848,0.09154857783668056,0.34949913283369133,0.992334979422123
26,35.0,115.9,25.338,16.581146294357335,17.475,bicycle-public transport,1.0,0.6651034763992252,0.5369807497467071,0.42857324600369356
27,48.0,11.85,6.597,4.558,17.7386,car,0.0,0.44725274725274766,0.5391133144489214,0.9583799356829447
28,48.0,29.0,6.501,7.013274694835202,4.0,public transport,0.9380127620783957,0.341758241758242,0.8295194747418503,0.0
29,48.0,26.0,6.212,0.0,9.5,bicycle,0.7739288969917959,0.024175824175823486,0.0,0.38367007164166617
30,48.0,22.966666666666665,6.457,7.922775230455466,16.281066666666668,car-public transport,0.6080218778486782,0.29340659340659303,0.9370938161747836,0.8567050414247416
31,48.0,19.183333333333334,6.329,4.558,18.33523333333333,car-bicycle,0.40109389243391075,0.15274725274725215,0.5391133144489214,1.0
32,48.0,22.2,7.1,8.4546233191424,16.034399999999998,public transport-car,0.5660893345487694,1.0,1.0,0.839498020029903
33,48.0,30.133333333333333,6.833,3.8966233191424,10.283333333333331,public transport-bicycle,1.0,0.706593406593407,0.46088668555107865,0.43831399093608514
34,48.0,18.45,6.479,4.558,18.1571,bicycle-car,0.3609845031905196,0.3175824175824175,0.5391133144489214,0.9875737402251331
35,48.0,27.45,6.19,3.293574472132267,10.3625,bicycle-public transport,0.8532360984503191,0.0,0.3895589842157927,0.44383651469456387
36,56.0,14.683333333333334,9.089,6.129,21.686533333333333,car,0.0,0.3835380835380836,0.4364094358165521,1.0
37,56.0,44.0,8.103,8.7415112832256,4.0,public transport,0.7762577228596647,0.14127764127764128,0.6224307402996425,0.0
38,56.0,32.45,7.528,0.0,11.1125,bicycle,0.4704324801412181,0.0,0.0,0.4021421194279641
39,56.0,50.15,10.166,12.1389912820992,17.961,car-public transport,0.9390997352162401,0.6481572481572482,0.8643449725571801,0.7893576280258425
40,56.0,24.766666666666666,8.745,6.129,21.365166666666667,car-bicycle,0.2669902912621359,0.29901719901719886,0.4364094358165521,0.9818298667913065
41,56.0,42.25,11.374,14.044150966929069,17.2606,public transport-car,0.7299205648720212,0.9449631449631449,1.0,0.7497568771720857
42,56.0,51.43333333333333,11.374,7.915150966929067,11.108333333333334,public transport-bicycle,0.973080317740512,0.9449631449631449,0.5635905641834478,0.40190653529238823
43,56.0,23.516666666666666,7.872,6.129,20.401366666666668,bicycle-car,0.23389232127096202,0.08452088452088458,0.4364094358165521,0.9273364292229871
44,56.0,52.45,11.598,8.436211061930669,11.1125,bicycle-public transport,1.0,1.0,0.6006921373742078,0.4021421194279641
45,60.0,11.916666666666666,9.491,5.789,21.517466666666667,car,0.0,0.031589673913043466,0.2291072800105706,0.9830908611332997
46,60.0,81.0,23.422,25.267638809787737,4.0,public transport,0.7813383600377003,0.8202558876811594,1.0,0.0
47,60.0,37.36666666666667,8.933,0.0,12.341666666666669,bicycle,0.28784165881244117,0.0,0.0,0.4681393961048559
48,60.0,63.88333333333333,14.364,16.169207524027733,18.33543333333333,car-public transport,0.5877474081055609,0.3074615036231884,0.6399176292548707,0.8045132192089612
49,60.0,25.816666666666666,8.933,5.789,21.818766666666665,car-bicycle,0.1572101790763431,0.0,0.2291072800105706,1.0
50,60.0,53.666666666666664,18.362,18.4497893891072,20.98046666666667,public transport-car,0.4721960414703111,0.5337975543478259,0.7301746525662873,0.9529540952142219
51,60.0,73.15,18.362,12.6607893891072,14.0375,public transport-bicycle,0.6925541941564564,0.5337975543478259,0.5010673725557168,0.5633105920162825
52,60.0,22.716666666666665,9.491,5.789,21.410366666666665,bicycle-car,0.12214891611687088,0.031589673913043466,0.2291072800105706,0.9770803441315616
53,60.0,100.33333333333333,26.597,23.873830025642672,11.583333333333332,bicycle-public transport,1.0,1.0,0.9448381863205534,0.42558126918623246
54,67.0,18.333333333333332,10.524,7.077,24.46453333333333,car,0.0,0.061073264013385836,0.40556673604448773,1.0
55,67.0,65.0,14.904,16.0784257886208,4.0,public transport,0.881334592382751,0.5845583841281224,0.9214179267803387,0.0
56,67.0,42.61666666666667,10.013,0.0,13.654166666666669,bicycle,0.45860875039345295,0.0,0.0,0.4717511271533191
57,67.0,55.083333333333336,14.91,17.449655928448,19.604333333333333,car-public transport,0.6940509915014164,0.5852754870323892,1.0,0.7625061895702485
58,67.0,31.65,10.525,7.077,23.996,car-bicycle,0.2514951211835064,0.061192781164097106,0.40556673604448773,0.9771051054181545
59,67.0,36.93333333333333,12.064,15.123764489890132,18.169833333333333,public transport-car,0.3512747875354107,0.24512967610852163,0.8667084641614056,0.6924093065075189
60,67.0,46.583333333333336,11.376,8.046764489890133,11.395833333333332,public transport-bicycle,0.5335221907459868,0.16290187641926612,0.461141728116918,0.3613976049620808
61,67.0,30.483333333333334,10.013,7.077,23.25713333333333,bicycle-car,0.2294617563739377,0.0,0.40556673604448773,0.9410003648588778
62,67.0,71.28333333333333,18.38,14.367449990126929,12.320833333333333,bicycle-public transport,1.0,1.0,0.8233658044055653,0.4065977561179016
64,81.0,23.266666666666666,13.754,8.95,29.896866666666664,car,0.0,0.05320743405275784,0.43061081777358134,1.0
65,81.0,75.0,18.26,19.698876469418668,4.0,public transport,0.7910295616717634,0.7285671462829737,0.9477708721471656,0.0
66,81.0,57.46666666666667,13.399,0.0,17.366666666666667,bicycle,0.5229357798165137,0.0,0.0,0.5161499589396916
67,81.0,48.85,16.107,18.89653017787733,22.1156,car-public transport,0.39118246687054026,0.4058752997601917,0.9091676327350745,0.6995286431048288
68,81.0,38.4,13.399,8.95,27.7531,car-bicycle,0.2313965341488277,0.0,0.43061081777358134,0.9172190715479094
69,81.0,69.55,20.071,20.784429072810664,26.1688,public transport-car,0.70769622833843,1.0,1.0,0.8560417862650052
70,81.0,88.66666666666667,19.35,11.834429072810664,15.916666666666666,public transport-bicycle,1.0,0.8919364508393286,0.5693891822264187,0.46015862922927614
71,81.0,41.9,13.754,8.95,28.847800000000003,bicycle-car,0.28491335372069315,0.05320743405275784,0.43061081777358134,0.9594905947437659
72,81.0,70.18333333333334,16.107,10.15042325853013,14.545833333333334,bicycle-public transport,0.7173802242609583,0.4058752997601917,0.4883667106261051,0.407224297405349
73,82.0,26.9,29.086,16.551,50.7368,car,0.0,0.9470318763122734,0.5424277148311024,1.0
74,82.0,63.0,20.513,22.129411446724266,4.0,public transport,0.43678160919540227,0.1288413819431191,0.7252495971001078,0.0
75,82.0,81.86666666666666,19.163,0.0,23.466666666666665,bicycle,0.665053438193184,0.0,0.0,0.4165168917569595
76,82.0,81.73333333333333,27.49,30.5128214275584,33.04573333333333,car-public transport,0.6634402097197015,0.7947127314372971,1.0,0.6214745839110365
77,82.0,60.916666666666664,25.012,16.551,43.341566666666665,car-bicycle,0.4115749142972373,0.5582172170261501,0.5424277148311024,0.8417685136052674
78,82.0,79.8,29.641,27.369200067652265,40.3969,public transport-car,0.6400483968542044,1.0,0.896973756839579,0.7787632015884699
79,82.0,109.55,21.213,10.818200067652269,19.1375,public transport-bicycle,1.0,0.19564802443214366,0.3545460420084767,0.32388824224165963
80,82.0,57.483333333333334,25.538,16.551,44.31883333333333,bicycle-car,0.3700342811050615,0.6084176369536172,0.5424277148311024,0.8626785174280936
81,82.0,94.9,20.215,11.475188883089066,16.975,bicycle-public transport,0.8227465214761039,0.10040083985493413,0.37607760758318365,0.277618493349994
82,89.0,15.666666666666666,14.094,8.083,28.438866666666662,car,0.0,0.07485029940119761,0.4053863257270516,1.0
83,89.0,51.0,15.758,16.99972044934827,4.0,public transport,0.4717400979083223,0.40698602794411176,0.8525861946490558,0.0
84,89.0,61.266666666666666,13.719,0.0,18.316666666666663,bicycle,0.608811748998665,0.0,0.0,0.5858154906255881
85,89.0,39.766666666666666,16.741,18.4847835113984,21.370366666666666,car-public transport,0.32176234979973306,0.6031936127744512,0.9270664938198422,0.7107680934467775
86,89.0,36.733333333333334,13.804,8.083,27.612033333333333,car-bicycle,0.2812639074321318,0.016966067864271628,0.4053863257270516,0.9661672799884339
87,89.0,70.9,18.729,19.939005060181334,22.7357,public transport-car,0.7374276813529151,1.0,1.0,0.7666353868018977
88,89.0,90.56666666666666,17.26,11.856005060181332,14.391666666666666,public transport-bicycle,1.0,0.706786427145709,0.5946136742729483,0.4252106617055347
89,89.0,39.666666666666664,13.998,8.083,28.357066666666665,bicycle-car,0.3204272363150868,0.055688622754491005,0.4053863257270516,0.9966528726100229
90,89.0,62.8,16.419,10.279879182754136,14.95,bicycle-public transport,0.6292834890965733,0.538922155688623,0.5155663059278368,0.4480567838661368
91,94.0,14.583333333333334,14.627,8.524,28.86093333333333,car,0.0,0.497912939773405,0.48325349022890085,0.9867159521028114
92,94.0,54.0,15.525,16.748360196479997,4.0,public transport,0.7076600837821664,0.7656529516994633,0.9495194181792302,0.0
93,94.0,56.28333333333333,12.957,0.0,17.070833333333333,bicycle,0.748653500897666,0.0,0.0,0.518773755769849
94,94.0,53.0,15.331,17.138212957738666,21.7498,car-public transport,0.689706762417714,0.7078115682766843,0.9716214486289753,0.7044792153137647
95,94.0,41.78333333333333,14.902,8.524,29.195633333333333,car-bicycle,0.48833034111310586,0.5799045915324982,0.48325349022890085,1.0
96,94.0,33.53333333333333,16.311,17.63877586473813,22.553933333333333,public transport-car,0.34021543985637337,1.0,1.0,0.7363947985695934
97,94.0,57.9,15.601,9.114775864738132,15.225,public transport-bicycle,0.7776780371035308,0.7883124627310676,0.5167465097710993,0.4455137067401891
98,94.0,40.95,13.9,8.524,29.0549,bicycle-car,0.4733692399760623,0.2811568276684555,0.48325349022890085,0.9944143760360592
99,94.0,70.28333333333333,15.936,10.177393242743468,13.820833333333333,bicycle-public transport,1.0,0.8881932021466905,0.5769897707634694,0.3897831502548722
100,99.0,17.816666666666666,15.937,9.258,31.372266666666665,car,0.0,0.3468249137756136,0.37327002615979676,1.0
101,99.0,57.0,15.154,16.348125630754133,4.0,public transport,0.7705670272041953,0.2673970379387299,0.6591342927041737,0.0
102,99.0,54.03333333333333,12.518,0.0,16.508333333333333,bicycle,0.7122254998361193,0.0,0.0,0.45697104611967343
103,99.0,52.766666666666666,22.376,24.8024201011968,23.248766666666665,car-public transport,0.687315634218289,1.0,1.0,0.7032215088751632
104,99.0,46.35,16.308,9.258,31.1446,car-bicycle,0.5611274991805965,0.38445932237776415,0.37327002615979676,0.9916825789607
105,99.0,47.21666666666667,15.308,17.461190398327464,22.769366666666667,public transport-car,0.5781710914454277,0.2830188679245282,0.7040115572223898,0.6857074313660543
106,99.0,65.76666666666667,14.018,8.203190398327465,14.191666666666666,public transport-bicycle,0.942969518190757,0.15216068167985392,0.3307415310625931,0.372335502601173
107,99.0,35.63333333333333,14.596,9.258,28.93083333333333,bicycle-car,0.35037692559816447,0.21079326435382423,0.37327002615979676,0.9108063149075463
108,99.0,68.66666666666667,15.152,9.580817191944533,13.666666666666668,bicycle-public transport,1.0,0.26719415702982335,0.3862855782965399,0.35315550532899487
109,101.0,17.766666666666666,14.162,8.67,29.052266666666668,car,0.0,0.1870604781997187,0.5141616118479768,0.8132602998240531
110,101.0,55.0,14.944,16.121577763362133,4.0,public transport,0.5350898203592814,0.3245428973277074,0.9560664830845186,0.0
111,101.0,77.91666666666667,16.762,0.0,22.479166666666668,bicycle,0.864431137724551,0.6441631504922642,0.0,0.5998807542563805
112,101.0,53.88333333333333,14.697,16.862402404642133,21.654733333333333,car-public transport,0.5190419161676647,0.2811181434599153,1.0,0.5731175511988418
113,101.0,65.48333333333333,18.533,8.67,34.80473333333333,car-bicycle,0.685748502994012,0.9555203938115331,0.5141616118479768,1.0
114,101.0,42.983333333333334,14.143,16.831117222954667,21.24723333333333,public transport-car,0.3623952095808384,0.18372011251758083,0.9981446782648923,0.5598890646675511
115,101.0,87.35,18.786,8.161117222954667,20.5875,public transport-bicycle,1.0,1.0,0.4839830664169154,0.5384724425467082
116,101.0,44.083333333333336,13.27,8.67,26.57653333333333,bicycle-car,0.3782035928143713,0.030239099859352813,0.5141616118479768,0.7328916984619246
117,101.0,51.45,13.098,5.088696621371733,15.8625,bicycle-public transport,0.4840718562874252,0.0,0.30177767670701783,0.3850869238710069
118,106.0,8.733333333333333,6.727,4.249,17.128433333333334,car,0.0,0.06481862301554663,0.27304248363246525,0.6314610632706821
119,106.0,18.0,5.939,6.406989449719466,4.0,public transport,0.2160901671200933,0.0,0.4117157712305025,0.0
120,106.0,30.25,7.332,0.0,10.5625,bicycle,0.5017489312087058,0.11458419017849797,0.0,0.3156479621366742
121,106.0,31.816666666666666,8.096,9.311805436526932,15.828066666666668,car-public transport,0.5382821609016712,0.17742864193468783,0.5983804385718066,0.5689150688533422
122,106.0,44.666666666666664,9.585,4.249,24.790566666666667,car-bicycle,0.83793237465993,0.29990951715061287,0.27304248363246525,1.0
123,106.0,18.2,6.257,7.787461928789332,15.3701,public transport-car,0.22075398367664206,0.026157769186476894,0.5004254992303854,0.5468874505585065
124,106.0,24.966666666666665,6.257,3.538461928789333,9.991666666666667,public transport-bicycle,0.3785464438398757,0.026157769186476894,0.2273830155979202,0.2881915997158968
125,106.0,21.883333333333333,7.332,4.249,19.43013333333333,bicycle-car,0.30664593859308203,0.11458419017849797,0.27304248363246525,0.742169926424965
126,106.0,51.61666666666667,18.096,15.561680891093337,11.154166666666669,bicycle-public transport,1.0,1.0,1.0,0.34410638158010776
127,124.0,30.733333333333334,21.98,13.877,42.45733333333334,car,0.0,0.5675255912460289,0.4829976524275516,0.7950219821111095
128,124.0,85.0,26.552,28.644280833297064,4.0,public transport,0.9094972067039105,0.8902929756441933,0.9969820853180077,0.0
129,124.0,68.96666666666667,13.941,0.0,20.241666666666667,bicycle,0.6407821229050279,0.0,0.0,0.3357612425750079
130,124.0,56.916666666666664,24.797,28.730988505335468,27.76556666666667,car-public transport,0.438826815642458,0.7663960465937169,1.0,0.49130156148789256
131,124.0,53.3,20.387,13.877,36.8614,car-bicycle,0.3782122905027932,0.45506530180021176,0.4829976524275516,0.6793381937457793
132,124.0,66.61666666666666,25.343,28.61447817353386,30.290766666666663,public transport-car,0.6013966480446926,0.804941757853865,0.9959447851305231,0.5435045962595955
133,124.0,89.96666666666667,23.654,14.737478173533862,17.741666666666667,public transport-bicycle,0.9927374301675977,0.6857042004941757,0.5129471327029715,0.28407916316377013
134,124.0,62.86666666666667,28.106,13.877,52.372666666666674,bicycle-car,0.5385474860335195,1.0,0.4829976524275516,1.0
135,124.0,90.4,18.4,12.313415992439465,15.1,bicycle-public transport,1.0,0.31478997529121056,0.42857613444635956,0.22946843258589558
136,129.0,10.033333333333333,5.692,3.896,16.10793333333333,car,0.0,0.005698005698005828,0.3637092001754385,0.901735510313514
137,129.0,21.0,6.417,6.922655547878399,4.0,public transport,0.25066666666666665,0.21225071225071224,0.646261168482781,0.0
138,129.0,25.433333333333334,5.672,0.0,9.358333333333334,bicycle,0.35200000000000004,0.0,0.0,0.39906062494259253
139,129.0,46.36666666666667,9.182,10.7118544103936,15.264866666666666,car-public transport,0.8304761904761905,1.0,1.0,0.8389483169943971
140,129.0,18.016666666666666,5.685,3.896,17.427366666666664,car-bicycle,0.18247619047619046,0.003703703703703675,0.3637092001754385,1.0
141,129.0,15.383333333333333,6.519,7.362182371097599,15.843633333333331,public transport-car,0.12228571428571428,0.2413105413105414,0.6872929829922025,0.8820518294726442
142,129.0,24.133333333333333,6.429,3.4661823710976,10.533333333333331,public transport-bicycle,0.3222857142857143,0.21566951566951578,0.32358378281676414,0.48656847582424945
143,129.0,17.433333333333334,5.679,3.896,17.23473333333333,bicycle-car,0.16914285714285715,0.001994301994302154,0.3637092001754385,0.9856536774398554
144,129.0,53.78333333333333,9.169,6.8158544103936,10.195833333333333,bicycle-public transport,1.0,0.9962962962962963,0.6362907998245614,0.4614332420603693
145,145.0,36.8,25.023,16.005,47.9299,car,0.0,0.5059576496221146,0.4675239496386124,1.0
146,145.0,103.0,31.733,34.23354036166827,4.0,public transport,0.8066612510154347,0.9628242663580034,1.0,0.0
147,145.0,82.0,17.592,0.0,23.5,bicycle,0.5507717303005687,0.0,0.0,0.44388901408835435
148,145.0,93.55,25.942,30.46738433455787,31.6343,car-public transport,0.6915109666937449,0.5685299925103833,0.8899863704623606,0.6290544708729133
149,145.0,74.26666666666667,25.439,16.005,44.06346666666667,car-bicycle,0.4565393988627133,0.5342820181112548,0.4675239496386124,0.9119862933142727
150,145.0,76.76666666666667,32.279,33.70917643700054,36.02006666666667,public transport-car,0.48700243704305446,1.0,0.9846827433234201,0.728890042241541
151,145.0,118.86666666666666,31.224,17.704176437000534,22.71666666666667,public transport-bicycle,1.0,0.9281677674133586,0.5171587936848077,0.4260575750608735
152,145.0,61.68333333333333,18.597,16.005,37.32183333333333,bicycle-car,0.30320877335499596,0.06842786137400438,0.4675239496386124,0.7585228587666561
153,145.0,100.16666666666667,18.747,10.701689735850668,18.291666666666664,bicycle-public transport,0.772136474411048,0.07864097501191535,0.31260832571770714,0.325328914171593
154,148.0,20.05,14.928,8.987,30.6189,car,0.0,0.06631873727087585,0.37418844459082534,1.0
155,148.0,77.0,22.263,24.0173103416576,4.0,public transport,0.7799589134900708,1.0,1.0,0.0
156,148.0,62.06666666666667,14.407,0.0,18.516666666666666,bicycle,0.5754393973978543,0.0,0.0,0.5453518615219511
157,148.0,44.03333333333333,20.275,22.81181390775467,22.156333333333333,car-public transport,0.3284638210454234,0.7469450101832991,0.949807184203636,0.6820842834727706
158,148.0,40.25,14.928,8.987,28.9605,car-bicycle,0.276649166856882,0.06631873727087585,0.37418844459082534,0.9376984022630537
159,148.0,57.083333333333336,21.101,22.040472359253336,25.67213333333333,public transport-car,0.5071901392376169,0.8520875763747451,0.9176911171866122,0.8141633701367574
160,148.0,77.16666666666667,20.212,13.053472359253334,15.791666666666666,public transport-bicycle,0.7822414973750287,0.7389256619144601,0.5435026725957868,0.44298098969779615
161,148.0,46.13333333333333,14.407,8.987,30.08813333333333,bicycle-car,0.35722437799589135,0.0,0.37418844459082534,0.9800605334305074
162,148.0,93.06666666666666,17.501,11.100845502208,15.016666666666667,bicycle-public transport,1.0,0.3938391038696538,0.46220185958765664,0.4138663380780824
163,149.0,18.133333333333333,12.57,8.23,27.07433333333333,car,0.0,0.20343275182892534,0.4962225253414158,0.9677342690581705
164,149.0,44.0,15.086,16.274767273693868,4.0,public transport,0.594408272692455,0.9113674732695556,0.9812765632923693,0.0
165,149.0,50.68333333333333,11.847,0.0,15.670833333333333,bicycle,0.7479892761394101,0.0,0.0,0.48947309558093693
166,149.0,57.65,12.344,14.744869386572802,20.809,car-public transport,0.9080811949444657,0.1398424310635903,0.8890323600041905,0.7049670772112792
167,149.0,41.083333333333336,12.358,8.23,27.667333333333332,car-bicycle,0.527384144006128,0.14378165447383257,0.4962225253414158,0.9926046049964352
168,149.0,34.18333333333333,15.401,16.58530110929067,23.698633333333333,public transport-car,0.3688242052853312,1.0,1.0,0.8261578895863333
169,149.0,51.43333333333333,15.078,8.355301109290666,14.858333333333334,public transport-bicycle,0.7652240520873228,0.9091164884637027,0.5037774746585841,0.45539696075827274
170,149.0,37.31666666666667,13.097,8.23,27.843666666666664,bicycle-car,0.4408272692454999,0.35171637591446253,0.4962225253414158,1.0
171,149.0,61.65,12.892,7.508443604992,13.4125,bicycle-public transport,1.0,0.29403489026449064,0.4527167493381208,0.39475891571486493
172,160.0,19.666666666666668,10.994,7.637,25.408866666666665,car,0.0,0.00012140342357647757,0.3769323345731704,0.9324554653813207
173,160.0,70.0,18.781,20.260930940424533,4.0,public transport,0.8103031929165548,0.9454898628141312,1.0,0.0
174,160.0,48.43333333333333,10.994,0.0,15.108333333333333,bicycle,0.46310705661389856,0.00012140342357647757,0.0,0.4838194515019091
175,160.0,56.18333333333333,11.187,13.7667380120064,19.65233333333333,car-public transport,0.5878722833378053,0.023552264173849587,0.6794721354357443,0.6817317324583689
176,160.0,32.38333333333333,10.993,7.637,24.452333333333332,car-bicycle,0.204722296753421,0.0,0.3769323345731704,0.8907940010743477
177,160.0,61.36666666666667,19.23,18.284749767424,26.959666666666667,public transport-car,0.6713174134692783,1.0,0.9024634564516646,1.0
178,160.0,81.78333333333333,19.23,10.647749767424,16.695833333333333,public transport-bicycle,1.0,1.0,0.5255311218784942,0.5529624413827146
179,160.0,35.733333333333334,10.993,7.637,25.26773333333333,bicycle-car,0.2586530721760129,0.0,0.3769323345731704,0.9263084539554869
180,160.0,72.25,11.187,6.1297380120064,13.3125,bicycle-public transport,0.8465253555138181,0.023552264173849587,0.30253980086257387,0.40560257843464625
181,167.0,29.6,29.585,17.027,52.060500000000005,car,0.0,0.738584036838066,0.4740539112947709,1.0
182,167.0,102.0,26.367,28.444702950118398,4.0,public transport,0.8510971786833856,0.42987336914811974,0.7919376689447075,0.0
183,167.0,92.08333333333333,21.907,0.0,26.02083333333333,bicycle,0.7345219435736676,0.0020145817344590167,0.0,0.45818985098643017
184,167.0,68.55,32.31,35.917855742387204,32.8262,car-public transport,0.45787617554858934,1.0,1.0,0.5997898482121492
185,167.0,68.96666666666667,27.572,17.027,45.68036666666666,car-bicycle,0.4627742946708464,0.5454719877206445,0.4740539112947709,0.8672478785419764
186,167.0,84.46666666666667,26.441,31.5616638922496,32.925066666666666,public transport-car,0.6449843260188088,0.4369723714504987,0.8787179312322703,0.6018469775942128
187,167.0,114.53333333333333,26.462,14.5346638922496,20.383333333333333,public transport-bicycle,0.9984326018808778,0.43898695318495773,0.40466401993749934,0.34088978128261943
188,167.0,65.38333333333334,21.886,17.027,39.769133333333336,bicycle-car,0.4206504702194358,0.0,0.4740539112947709,0.7442522098882312
189,167.0,114.66666666666667,23.963,14.043810179566934,18.666666666666664,bicycle-public transport,1.0,0.19925172678434394,0.3909980116934882,0.30517091305056465
190,171.0,37.46666666666667,26.94,16.688,50.58866666666668,car,0.0,0.45569620253164567,0.5027960809967876,1.0
191,171.0,106.0,29.245,31.549487532757325,4.0,public transport,0.8695284415309791,0.8725135623869804,0.9505608035071546,0.0
192,171.0,104.9,24.42,0.0,29.225,bicycle,0.8555720025375344,0.0,0.0,0.5414406937309502
193,171.0,95.78333333333333,28.77,33.1903939404544,33.41073333333333,car-public transport,0.7399027278494397,0.786618444846293,1.0,0.6312851480331408
194,171.0,71.93333333333334,24.799,16.688,44.69823333333333,car-bicycle,0.43730175512793407,0.06853526220614792,0.5027960809967876,0.8735651016699336
195,171.0,78.03333333333333,29.95,32.61863027513173,34.19623333333333,public transport-car,0.514696553182491,1.0,0.9827732184695231,0.6481454717170124
196,171.0,114.48333333333333,27.247,15.930630275131731,20.370833333333334,public transport-bicycle,0.9771621907379996,0.5112115732368896,0.47997713747273557,0.35139089621224034
197,171.0,68.98333333333333,27.123,16.688,45.83403333333334,bicycle-car,0.3998731232818778,0.4887884267631104,0.5027960809967876,0.8979444213900374
198,171.0,116.28333333333333,27.218,16.1916997223168,20.070833333333333,bicycle-public transport,1.0,0.5059674502712477,0.4878429509262741,0.34495156189631226
199,173.0,28.116666666666667,20.538,12.641,39.92856666666667,car,0.0,0.18325642715886656,0.5247340717139122,1.0
200,173.0,63.0,20.878,22.52317321623893,4.0,public transport,0.5194837428642343,0.29531970995385665,0.9349478988746766,0.0
201,173.0,91.28333333333333,21.193,0.0,25.820833333333333,bicycle,0.9406800694961528,0.39914304548450974,0.0,0.6073393780436551
202,173.0,50.8,20.739,23.895035012539736,27.5491,car-public transport,0.3378009431620749,0.2495056031641403,0.9918945507377952,0.6554422339883677
203,173.0,65.73333333333333,21.749,12.641,39.03243333333333,car-bicycle,0.5601886324149913,0.5823994726433751,0.5247340717139122,0.9750579158459795
204,173.0,50.766666666666666,21.876,24.090297698244264,28.533566666666665,public transport-car,0.3373045420699925,0.6242584047462105,1.0,0.6828429003105235
205,173.0,90.75,23.016,11.449297698244264,20.6875,public transport-bicycle,0.9327376520228343,1.0,0.47526592828608777,0.4644632822350274
206,173.0,56.6,19.982,12.641,35.527100000000004,bicycle-car,0.424174733184413,0.0,0.5247340717139122,0.8774939532795167
207,173.0,95.26666666666667,21.897,12.171014475793063,18.316666666666663,bicycle-public transport,1.0,0.6311799604482531,0.5052247435149008,0.39847586460912704
208,174.0,31.516666666666666,23.74,14.849,44.94116666666667,car,0.0,0.42038632210910976,0.457510517105712,1.0
